Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
Organization,Modified,Attributes/Relationships,organizationType,Deleted,Definition,"A characterization or classification of the formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose.",
Organization,Modified,Attributes/Relationships,organizationType,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C188724,
Organization,Modified,Attributes/Relationships,legalAddress,Modified,Definition,,A USDM relationship between the Organization and Address classes which provides the legal address for an organization.
Organization,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207514
Organization,Modified,Sub Classes,,,,ResearchOrganization,
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,Preferred Term,,Standard Code
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,NCI C-Code,,C215528
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,Role,Relationship,Complex Datatype Relationship
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,Model Representation,Relationship,Attribute
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,Has Value List,N/A,N
AliasCode,Modified,Attributes/Relationships,standardCode,Modified,Definition,,A combination of symbols that is used to represent the standard code.
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,Preferred Term,,Standard Code Aliases
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,NCI C-Code,,C215529
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,Role,Relationship,Complex Datatype Relationship
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,Model Representation,Relationship,Attribute
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,Has Value List,N/A,N
AliasCode,Modified,Attributes/Relationships,standardCodeAliases,Modified,Definition,,Alternative combinations of symbols used to represent aliases or alternatives to the standard code.
StudyEpoch,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Study Epoch Notes
StudyEpoch,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215516
StudyEpoch,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyEpoch,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyEpoch,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
StudyEpoch,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study epoch.
StudyEpoch,Modified,Attributes/Relationships,type,Modified,Definition,"A characterization or classification of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","A characterization or classification of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose."
StudyEpoch,Modified,Attributes/Relationships,type,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C99079,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C99079
StudyEpoch,Modified,Attributes/Relationships,previous,Modified,Definition,,A USDM relationship within the StudyEpoch class which identifies the study epoch that chronologically precedes the current study epoch.
StudyEpoch,Modified,Attributes/Relationships,name,Modified,Definition,"The literal identifier (i.e., distinctive designation) of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","The literal identifier (i.e., distinctive designation) of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose."
StudyEpoch,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207555
StudyEpoch,Modified,Attributes/Relationships,next,Modified,Definition,,A USDM relationship within the StudyEpoch class which identifies the study epoch that chronologically follows the current study epoch.
StudyEpoch,Modified,Definition,,,,"A named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","A named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose."
NarrativeContent,Modified,NCI C-Code,,,,CNEW,C207592
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,Preferred Term,,Narrative Content Section Number Display Indicator
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,NCI C-Code,,C215535
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,Role,,Attribute
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,Model Representation,,Attribute
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,Has Value List,,N
NarrativeContent,Modified,Attributes/Relationships,displaySectionNumber,Added,Definition,,An indication as to whether the section number is to be displayed in the document containing narrative content.
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,Preferred Term,,Narrative Content Section Title Display Indicator
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,NCI C-Code,,C215534
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,Role,,Attribute
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,Model Representation,,Attribute
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,Has Value List,,N
NarrativeContent,Modified,Attributes/Relationships,displaySectionTitle,Added,Definition,,An indication as to whether the section title is to be displayed in the document containing narrative content.
NarrativeContent,Modified,Attributes/Relationships,contentItem,Added,Role,,Relationship
NarrativeContent,Modified,Attributes/Relationships,contentItem,Added,Model Representation,,Relationship
NarrativeContent,Modified,Attributes/Relationships,contentItem,Added,Has Value List,,N/A
NarrativeContent,Modified,Attributes/Relationships,contentItem,Added,Definition,,A USDM relationship between the NarrativeContent and NarrativeContentItem classes which identifies the content item associated with the narrative content.
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,Preferred Term,Narrative Content Text,
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,NCI C-Code,CNEW,
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,Role,Attribute,
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,Model Representation,Attribute,
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,Has Value List,N,
NarrativeContent,Modified,Attributes/Relationships,text,Deleted,Definition,A textual representation of the narrative content.,
NarrativeContent,Modified,Attributes/Relationships,previous,Modified,Definition,,A USDM relationship within the NarrativeContent class which identifies the narrative content that precedes the current narrative content in the display order.
NarrativeContent,Modified,Attributes/Relationships,sectionTitle,Modified,Preferred Term,Section Title,Narrative Content Section Title
NarrativeContent,Modified,Attributes/Relationships,sectionTitle,Modified,NCI C-Code,CNEW,C207510
NarrativeContent,Modified,Attributes/Relationships,sectionTitle,Modified,Definition,An identifying designation for the document section.,An identifying designation for the document section containing narrative content.
NarrativeContent,Modified,Attributes/Relationships,children,Modified,Definition,,A USDM relationship within the NarrativeContent class which identifies the set of child content associated with an instance of narrative content.
NarrativeContent,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207507
NarrativeContent,Modified,Attributes/Relationships,sectionNumber,Modified,Preferred Term,Section Number,Narrative Content Section Number
NarrativeContent,Modified,Attributes/Relationships,sectionNumber,Modified,NCI C-Code,CNEW,C207509
NarrativeContent,Modified,Attributes/Relationships,sectionNumber,Modified,Definition,The numeric identifier assigned to a particular document section.,The numeric identifier assigned to a particular document section containing narrative content.
NarrativeContent,Modified,Attributes/Relationships,next,Modified,Definition,,A USDM relationship within the NarrativeContent class which identifies the narrative content that follows the current narrative content in the display order.
StudyIdentifier,Modified,Super Classes,,,,,Identifier
StudyIdentifier,Modified,Attributes/Relationships,scope,Added,Inherited From,,Identifier
StudyIdentifier,Modified,Attributes/Relationships,scope,Added,Role,,Relationship
StudyIdentifier,Modified,Attributes/Relationships,scope,Added,Model Representation,,Relationship
StudyIdentifier,Modified,Attributes/Relationships,scope,Added,Has Value List,,N/A
StudyIdentifier,Modified,Attributes/Relationships,scope,Added,Definition,,A USDM relationship between the StudyIdentifier and Organization classes which provides the details associated with each organization that has assigned the study identifier.
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Inherited From,,Identifier
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Preferred Term,,Study Identifier Text
StudyIdentifier,Modified,Attributes/Relationships,text,Added,NCI C-Code,,C215507
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Role,,Attribute
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Model Representation,,Attribute
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Has Value List,,N
StudyIdentifier,Modified,Attributes/Relationships,text,Added,Definition,,An instance of structured text that represents the study identifier.
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifierScope,Deleted,Role,Relationship,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifierScope,Deleted,Model Representation,Relationship,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifierScope,Deleted,Has Value List,N/A,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,Preferred Term,Study Identifier,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,NCI C-Code,C83082,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,Role,Attribute,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,Model Representation,Attribute,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,Has Value List,N,
StudyIdentifier,Modified,Attributes/Relationships,studyIdentifier,Deleted,Definition,"A sequence of characters used to identify, name, or characterize the study.",
StudyIntervention,Modified,NCI C-Code,,,,CNEW,C207649
StudyIntervention,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Study Intervention Notes
StudyIntervention,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215543
StudyIntervention,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyIntervention,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyIntervention,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
StudyIntervention,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study intervention.
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Codelist Ref,CNEW - Study Intervention Product Designation Response,
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Preferred Term,Study Intervention Product Designation,
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,NCI C-Code,CNEW,
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Role,Complex Datatype Relationship,
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Model Representation,Attribute,
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Has Value List,Y (CNEW - Study Intervention Product Designation Response),
StudyIntervention,Modified,Attributes/Relationships,productDesignation,Deleted,Definition,An indication as to whether the investigational intervention is an investigational medicinal product or an auxiliary medicinal product.,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Codelist Ref,Points to external codelists; FDA requirement to use…,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Preferred Term,Pharmacologic Class,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,NCI C-Code,C98768,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Role,Complex Datatype Relationship,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Model Representation,Attribute,
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Has Value List,Y (Points to external codelists; FDA requirement to use…),
StudyIntervention,Modified,Attributes/Relationships,pharmacologicClass,Deleted,Definition,The pharmacological class of the investigational product.,
StudyIntervention,Modified,Attributes/Relationships,type,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C99078,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C99078
StudyIntervention,Modified,Attributes/Relationships,codes,Modified,NCI C-Code,CNEW,C207648
StudyIntervention,Modified,Attributes/Relationships,Role,Modified,Codelist Ref,CNEW - Study Intervention Role Response,C207417
StudyIntervention,Modified,Attributes/Relationships,Role,Modified,NCI C-Code,CNEW,C207560
StudyIntervention,Modified,Attributes/Relationships,Role,Modified,Has Value List,Y (CNEW - Study Intervention Role Response),Y (C207417)
StudyIntervention,Modified,Attributes/Relationships,Role,Modified,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C207417
StudyIntervention,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207558
StudyIntervention,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207556
StudyIntervention,Modified,Attributes/Relationships,description,Modified,NCI C-Code,CNEW,C207647
StudyIntervention,Modified,Attributes/Relationships,administrations,Modified,Definition,,A USDM relationship between the StudyIntervention and AgentAdministration classes which identifies the set of agent administrations associated with the study intervention.
StudyIntervention,Modified,Attributes/Relationships,minimumResponseDuration,Modified,NCI C-Code,CNEW,C207557
IntercurrentEvent,Modified,Super Classes,,,,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Inherited From,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Intercurrent Event Notes
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215527
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
IntercurrentEvent,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the intercurrent event.
IntercurrentEvent,Modified,Attributes/Relationships,dictionary,Added,Inherited From,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,dictionary,Added,Role,,Relationship
IntercurrentEvent,Modified,Attributes/Relationships,dictionary,Added,Model Representation,,Relationship
IntercurrentEvent,Modified,Attributes/Relationships,dictionary,Added,Has Value List,,N/A
IntercurrentEvent,Modified,Attributes/Relationships,dictionary,Added,Definition,,A USDM relationship between the IntercurrentEvent and SyntaxTemplateDictionary classes which provides the set of dictionary entries related to the intercurrent event. 
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Inherited From,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Preferred Term,,Intercurrent Event Text
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,NCI C-Code,,C215526
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Role,,Attribute
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Model Representation,,Attribute
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Has Value List,,N
IntercurrentEvent,Modified,Attributes/Relationships,text,Added,Definition,,An instance of structured text that represents the intercurrent event.
IntercurrentEvent,Modified,Attributes/Relationships,name,Modified,Inherited From,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,label,Modified,Inherited From,,SyntaxTemplate
IntercurrentEvent,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207504
IntercurrentEvent,Modified,Attributes/Relationships,description,Modified,Inherited From,,SyntaxTemplate
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Preferred Term,,Schedule Timeline Planned Duration
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,NCI C-Code,,C217012
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Role,,Complex Datatype Relationship
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Model Representation,,Attribute
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Has Value List,,N
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Definition,,The period of time over which the scheduled timeline is intended to take place.
ScheduleTimeline,Modified,Attributes/Relationships,exits,Modified,Definition,,A USDM relationship between the ScheduleTimeline and ScheduleTimelineExit classes which identifies the set of exits from the scheduled timeline.
ScheduleTimeline,Modified,Attributes/Relationships,timings,Modified,Definition,,A USDM relationship between the ScheduleTimeline and Timing classes which identifies the set of timings associated with the scheduled timeline.
ScheduleTimeline,Modified,Attributes/Relationships,instances,Modified,Definition,,"A USDM relationship between the ScheduleTimeline and ScheduledInstance classes which identifies the set of scheduled instances (e.g., scheduled activity instances or scheduled decision instances) associated with the scheduled timeline."
ScheduleTimeline,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207530
ScheduleTimeline,Modified,Attributes/Relationships,entry,Modified,Definition,,"A USDM relationship between the ScheduleTimeline and ScheduledInstance classes which defines the entry into a scheduled instance (e.g., scheduled activity instances or scheduled decision instances) for a timeline."
PopulationDefinition,Modified,NCI C-Code,,,,CNEW,C207593
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Population Definition Notes
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215551
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
PopulationDefinition,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the population definition.
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumber,Modified,NCI C-Code,CNEW,C207522
PopulationDefinition,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207520
PopulationDefinition,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207519
PopulationDefinition,Modified,Attributes/Relationships,description,Modified,NCI C-Code,CNEW,C207517
PopulationDefinition,Modified,Attributes/Relationships,plannedSex,Modified,NCI C-Code,CNEW,C207523
PopulationDefinition,Modified,Attributes/Relationships,plannedSex,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C66732,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66732
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumber,Modified,NCI C-Code,CNEW,C207521
PopulationDefinition,Modified,Attributes/Relationships,plannedAge,Modified,NCI C-Code,CNEW,C207701
PopulationDefinition,Modified,Attributes/Relationships,criteria,Modified,Definition,,A USDM relationship between the PopulationDefinition and EligibilityCriterion classes which identifies the set of eligibility criteria associated with the population definition.
PopulationDefinition,Modified,Attributes/Relationships,includesHealthySubjects,Modified,NCI C-Code,CNEW,C207518
Activity,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Activity Notes
Activity,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215519
Activity,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
Activity,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Activity,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
Activity,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the activity.
Activity,Modified,Attributes/Relationships,children,Added,Role,,Relationship
Activity,Modified,Attributes/Relationships,children,Added,Model Representation,,Relationship
Activity,Modified,Attributes/Relationships,children,Added,Has Value List,,N/A
Activity,Modified,Attributes/Relationships,children,Added,Definition,,A USDM relationship within the Activity class which identifies the set of child activities associated with an activity.
Activity,Modified,Attributes/Relationships,previous,Modified,Definition,,A USDM relationship within the Activity class which identifies the activity that precedes the current activity in the display order.
Activity,Modified,Attributes/Relationships,definedProcedures,Modified,Definition,,A USDM relationship between the Activity and Procedure classes which identifies the set of defined procedures associated with the activity.
Activity,Modified,Attributes/Relationships,biomedicalConcepts,Modified,Definition,,A USDM relationship between the Activity and BiomedicalConcept classes which identifies the set of biomedical concepts associated with the activity.
Activity,Modified,Attributes/Relationships,bcSurrogates,Modified,Definition,,A USDM relationship between the Activity and BiomedicalConceptSurrogate classes which identifies the set of biomedical concept surrogates associated with the activity.
Activity,Modified,Attributes/Relationships,name,Modified,Preferred Term,Clinical Study Activity Name,Study Activity Name
Activity,Modified,Attributes/Relationships,name,Modified,Definition,"The literal identifier (i.e., distinctive designation) of the clinical study activity.","The literal identifier (i.e., distinctive designation) of the study activity."
Activity,Modified,Attributes/Relationships,label,Modified,Preferred Term,Activity Label,Study Activity Label
Activity,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207458
Activity,Modified,Attributes/Relationships,label,Modified,Definition,The short descriptive designation for the activity.,The short descriptive designation for the study activity.
Activity,Modified,Attributes/Relationships,description,Modified,Preferred Term,Clinical Study Activity Description,Study Activity Description
Activity,Modified,Attributes/Relationships,bcCategories,Modified,Definition,,A USDM relationship between the Activity and BiomedicalConceptCategory classes which identifies the set of biomedical concept categories associated with the activity.
Activity,Modified,Attributes/Relationships,timeline,Modified,Definition,,A USDM relationship between the Activity and ScheduleTimeline classes which provides the details associated with an instance of the scheduled timeline related to the activity.
Activity,Modified,Attributes/Relationships,next,Modified,Definition,,A USDM relationship within the Activity class which identifies the activity that follows the current activity in the display order.
BiomedicalConceptProperty,Modified,NCI C-Code,,,,CNEW,C202493
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Biomedical Concept Property Notes
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215531
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
BiomedicalConceptProperty,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the biomedical concept property.
BiomedicalConceptProperty,Modified,Attributes/Relationships,isRequired,Modified,NCI C-Code,CNEW,C202495
BiomedicalConceptProperty,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C202494
BiomedicalConceptProperty,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207472
BiomedicalConceptProperty,Modified,Attributes/Relationships,isEnabled,Modified,NCI C-Code,CNEW,C202496
BiomedicalConceptProperty,Modified,Attributes/Relationships,responseCodes,Modified,Definition,,A USDM relationship between the BiomedicalConceptProperty and ResponseCode classes which identifies the set of response codes associated with the biomedical concept property.
StudyTitle,Modified,Attributes/Relationships,type,Modified,Codelist Ref,CNEW-Study Title Type Response,C207419
StudyTitle,Modified,Attributes/Relationships,type,Modified,NCI C-Code,CNEW,C207568
StudyTitle,Modified,Attributes/Relationships,type,Modified,Has Value List,Y (CNEW-Study Title Type Response),Y (C207419)
StudyTitle,Modified,Attributes/Relationships,type,Modified,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C207419
StudyTitle,Modified,Attributes/Relationships,text,Modified,NCI C-Code,CNEW,C207567
ResponseCode,Modified,Attributes/Relationships,name,Added,Preferred Term,,Response Code Name
ResponseCode,Modified,Attributes/Relationships,name,Added,NCI C-Code,,C216998
ResponseCode,Modified,Attributes/Relationships,name,Added,Role,,Attribute
ResponseCode,Modified,Attributes/Relationships,name,Added,Model Representation,,Attribute
ResponseCode,Modified,Attributes/Relationships,name,Added,Has Value List,,N
ResponseCode,Modified,Attributes/Relationships,name,Added,Definition,,"The literal identifier (i.e., distinctive designation) of the response code."
ResponseCode,Modified,Attributes/Relationships,label,Added,Preferred Term,,Response Code Label
ResponseCode,Modified,Attributes/Relationships,label,Added,NCI C-Code,,C216999
ResponseCode,Modified,Attributes/Relationships,label,Added,Role,,Attribute
ResponseCode,Modified,Attributes/Relationships,label,Added,Model Representation,,Attribute
ResponseCode,Modified,Attributes/Relationships,label,Added,Has Value List,,N
ResponseCode,Modified,Attributes/Relationships,label,Added,Definition,,The short descriptive designation for the response code.
ResponseCode,Modified,Attributes/Relationships,code,Modified,Preferred Term,Code,Response Code Value
ResponseCode,Modified,Attributes/Relationships,code,Modified,NCI C-Code,C25162,C217013
ResponseCode,Modified,Attributes/Relationships,code,Modified,Definition,A symbol or combination of symbols which is assigned to the members of a collection.,The literal value of a response code.
Timing,Modified,Attributes/Relationships,type,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C201264,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C201264
Timing,Modified,Attributes/Relationships,windowLabel,Modified,NCI C-Code,CNEW,C207586
Timing,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207583
Timing,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207584
Timing,Modified,Attributes/Relationships,relativeToScheduledInstance,Modified,Definition,,"A USDM relationship between the Timing and ScheduledInstance classes which identifies the scheduled instance (e.g., scheduled activity instances or scheduled decision instances) to which the timing is relative to."
Timing,Modified,Attributes/Relationships,valueLabel,Modified,NCI C-Code,CNEW,C207585
Timing,Modified,Attributes/Relationships,relativeFromScheduledInstance,Modified,Definition,,"A USDM relationship between the Timing and ScheduledInstance classes which identifies the scheduled instance (e.g., scheduled activity instances or scheduled decision instances) to which the timing applies."
Timing,Modified,Attributes/Relationships,relativeToFrom,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C201265,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C201265
SyntaxTemplate,Modified,NCI C-Code,,,,CNEW,C207596
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Syntax Template Notes
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215536
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
SyntaxTemplate,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the syntax template.
SyntaxTemplate,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207577
SyntaxTemplate,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207576
SyntaxTemplate,Modified,Attributes/Relationships,description,Modified,NCI C-Code,CNEW,C207575
SyntaxTemplate,Modified,Attributes/Relationships,dictionary,Modified,Definition,,A USDM relationship between the SyntaxTemplate and SyntaxTemplateDictionary classes which provides the dictionary entry associated with a syntax template. 
SyntaxTemplate,Modified,Attributes/Relationships,text,Modified,NCI C-Code,CNEW,C207578
SyntaxTemplate,Modified,Sub Classes,,,,"Characteristic, Condition, EligibilityCriterion, Endpoint, Objective","Characteristic, Condition, EligibilityCriterionItem, Endpoint, IntercurrentEvent, Objective"
StudyElement,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Study Element Notes
StudyElement,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215517
StudyElement,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyElement,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyElement,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
StudyElement,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study element.
StudyElement,Modified,Attributes/Relationships,transitionStartRule,Modified,Definition,,A USDM relationship between the StudyElement and TransitionRule classes which provides the details associated with a transition rule used to trigger the start of a study element.
StudyElement,Modified,Attributes/Relationships,transitionEndRule,Modified,Definition,,A USDM relationship between the StudyElement and TransitionRule classes which provides the details associated with a transition rule used to trigger the end of a study element.
StudyElement,Modified,Attributes/Relationships,studyInterventions,Modified,Definition,,A USDM relationship between the StudyElement and StudyIntervention classes which identifies the set of study interventions associated with the study element.
